,ntx_loss_b,ntx_loss_e,vloss_b,vloss_e
58,6.1386189460754395,2.2224918466347914,4.75621223449707,2.5143623535449686
59,6.15805196762085,2.2165960109131966,4.831516265869141,2.501939492347913
60,6.112824440002441,2.2018632476146403,5.083865165710449,2.4673380851745605
61,6.153440952301025,2.2058513551695733,4.658925533294678,2.5064283364858384
62,6.119751453399658,2.1844872791542964,4.985598087310791,2.4890434436309032
63,6.091762065887451,2.198721347201584,4.749127388000488,2.452026501680032
64,6.142621994018555,2.1917130621070537,4.829124450683594,2.4411305280832143
65,6.076677322387695,2.1598650690836783,4.492369651794434,2.495770650032239
66,6.157528877258301,2.16613226568597,4.912357330322266,2.4079270301721034
67,6.021187782287598,2.1994067028037505,4.7316155433654785,2.5033239217904897
68,6.101631164550781,2.1635211874277163,4.69474983215332,2.4166063651060448
69,6.119964599609375,2.1627918843530183,5.121570587158203,2.475521912941566
70,6.089562892913818,2.1603877243832645,4.691527366638184,2.4599477480619383
71,6.170664310455322,2.14470453802337,5.11982536315918,2.4281378098023243
72,6.142324447631836,2.132479529095511,4.581769943237305,2.482919754126133
73,6.073117733001709,2.1401194125159173,4.8753132820129395,2.444549322128296
74,6.075895309448242,2.129744965296525,4.878207683563232,2.4031469974762354
75,6.047095775604248,2.1166638859316835,4.835769176483154,2.428144626128368
76,6.09645938873291,2.1388019058439465,5.173681259155273,2.430993214631692
77,6.041885852813721,2.124389859346243,5.047091007232666,2.408475576302944
78,6.02291202545166,2.1249859664175244,4.262364864349365,2.42540726906214
79,6.066563606262207,2.127581438447675,4.139438629150391,2.417350249412732
80,6.080793857574463,2.111321742208595,4.215511322021484,2.4090073230939035
81,6.113381862640381,2.1066066001215553,4.369506359100342,2.4075881212185593
82,6.054826736450195,2.1060174056607432,4.0644049644470215,2.4268000767781186
83,6.0766119956970215,2.071828856936887,4.399620532989502,2.3773575746096096
84,6.01144552230835,2.0785852461798577,4.345093727111816,2.3711371207848573
85,6.058270454406738,2.098535011976193,4.43213415145874,2.3947080159798646
86,6.023905277252197,2.0879090514957395,4.569735050201416,2.39587751413003
87,6.001903057098389,2.0728937514826784,4.5369462966918945,2.3794964399093237
88,6.038978099822998,2.083030752137176,4.683400630950928,2.4370057430022802
89,6.033611297607422,2.0625583733248916,4.478387832641602,2.385315852287488
90,6.036456108093262,2.0906458272893205,4.340195655822754,2.3686764331964345
91,6.002795219421387,2.061736592879662,4.497129440307617,2.362102976212135
92,6.046451091766357,2.0647922733910065,4.383506774902344,2.3374920135889297
93,5.941781997680664,2.0831067180022216,4.439128875732422,2.356440171217307
94,6.0139079093933105,2.0327617067557116,4.3790059089660645,2.39646747479072
95,5.994811058044434,2.061330580813253,4.368961334228516,2.3916325721985254
96,5.924989700317383,2.0554972576279926,4.524078845977783,2.3791352051955004
97,6.015705585479736,2.06032751666175,4.456960678100586,2.3401890290089145
98,5.9733710289001465,2.036444298731975,4.6238813400268555,2.301379222136277
99,5.943972110748291,2.034839887904306,4.378535270690918,2.341498329089238
100,5.968942165374756,,4.361219882965088,
101,5.955484867095947,,4.507220268249512,
102,6.008143424987793,,4.673150062561035,
103,6.001965045928955,,4.496327877044678,
104,5.974574565887451,,4.601454734802246,
105,5.972787380218506,,4.601327419281006,
106,6.047142505645752,,4.570733547210693,
107,5.98203182220459,,4.521392345428467,
108,5.884675979614258,,4.695986270904541,
109,6.023780822753906,,4.422317981719971,
110,5.898366928100586,,4.827981472015381,
111,5.911574840545654,,4.511120796203613,
112,5.987842082977295,,4.611241340637207,
113,5.954434871673584,,4.670478820800781,
114,5.975985527038574,,4.5123162269592285,
115,6.006536483764648,,4.622140407562256,
116,5.897101402282715,,4.773034572601318,
117,5.990643501281738,,4.175956726074219,
118,5.909191131591797,,4.038351058959961,
119,5.862581729888916,,4.1088080406188965,
120,5.9874587059021,,3.9142231941223145,
121,5.8893208503723145,,4.1745195388793945,
122,5.925573348999023,,4.080260753631592,
123,5.896123886108398,,4.036248207092285,
124,5.834492206573486,,4.104378700256348,
125,5.930507659912109,,3.79998779296875,
126,6.007282733917236,,3.9362428188323975,
127,5.9101738929748535,,4.052354335784912,
128,5.949922561645508,,4.0758137702941895,
129,5.926823616027832,,4.071235179901123,
130,5.873806476593018,,3.9710004329681396,
131,5.837096214294434,,4.259222030639648,
132,6.0341572761535645,,4.131142616271973,
133,5.8429670333862305,,4.227993965148926,
134,5.896703720092773,,4.149770259857178,
135,5.988368034362793,,3.9351089000701904,
136,5.930374622344971,,4.1391096115112305,
137,5.974966049194336,,4.411600112915039,
138,5.921233654022217,,4.102780342102051,
139,5.92535924911499,,4.302440166473389,
140,5.849152088165283,,4.336338043212891,
141,5.91038703918457,,4.4040608406066895,
142,5.885714530944824,,4.468536376953125,
143,5.945739269256592,,4.018094062805176,
144,5.942028999328613,,4.095770835876465,
145,5.900635719299316,,4.17422342300415,
146,5.8601226806640625,,4.33740234375,
147,5.991063594818115,,4.393031597137451,
148,5.897078037261963,,4.242330074310303,
149,5.865231037139893,,4.649843692779541,
150,5.838919162750244,,4.361607551574707,
151,5.918497085571289,,4.360856533050537,
152,5.891814231872559,,4.0292229652404785,
153,5.865715980529785,,4.079469203948975,
154,5.92271089553833,,4.345580577850342,
155,5.855828762054443,,4.508729934692383,
156,5.845325469970703,,3.9907405376434326,
157,5.870480060577393,,3.9146389961242676,
158,5.819154262542725,,3.899679183959961,
159,5.816434860229492,,3.8872597217559814,
160,5.882465839385986,,3.6442253589630127,
161,5.971686363220215,,4.054168701171875,
162,5.8274760246276855,,3.8691844940185547,
163,5.853729248046875,,3.974339008331299,
164,5.864940166473389,,4.02014684677124,
165,5.834036827087402,,3.7034683227539062,
166,5.785926342010498,,3.7237703800201416,
167,5.834311485290527,,3.847433567047119,
168,5.851966381072998,,3.784482002258301,
169,5.756252288818359,,3.661897659301758,
170,5.854503154754639,,3.887582778930664,
171,5.7793803215026855,,4.099388599395752,
172,5.835779190063477,,3.9979171752929688,
173,5.8386335372924805,,3.9430084228515625,
174,5.798154354095459,,3.941119909286499,
175,5.792447090148926,,4.014749050140381,
176,5.83035945892334,,4.127195358276367,
177,5.780078887939453,,3.8708739280700684,
178,5.790862560272217,,4.267718315124512,
179,5.766202449798584,,4.234463214874268,
180,5.8558502197265625,,4.151241302490234,
181,5.8684821128845215,,4.059334754943848,
182,5.748208045959473,,3.848092794418335,
183,5.81063985824585,,4.219435691833496,
184,5.750284194946289,,3.779285192489624,
185,5.779561519622803,,3.993136167526245,
186,5.759343147277832,,4.332005023956299,
187,5.750089645385742,,4.21126651763916,
188,5.833572864532471,,4.335000038146973,
189,5.7533650398254395,,4.2649126052856445,
190,5.7200493812561035,,4.199476718902588,
191,5.817907333374023,,4.210070610046387,
192,5.76902437210083,,3.8254947662353516,
193,5.742928981781006,,4.051991939544678,
194,5.728957653045654,,4.290521621704102,
195,5.742074012756348,,3.660426616668701,
196,5.784215450286865,,3.6547467708587646,
197,5.720019340515137,,3.5819573402404785,
198,5.719730377197266,,3.786837100982666,
199,5.722713947296143,,3.5652894973754883,
200,5.6603169441223145,,3.5589277744293213,
201,5.933448791503906,,3.831592082977295,
202,5.721865653991699,,3.830979108810425,
203,5.703758716583252,,3.438260555267334,
204,5.689755439758301,,3.523547410964966,
205,5.811847686767578,,3.791417360305786,
206,5.775762557983398,,3.72617506980896,
207,5.767978191375732,,3.7940738201141357,
208,5.623169422149658,,3.333488702774048,
209,5.652339935302734,,3.8826005458831787,
210,5.595180988311768,,3.816563367843628,
211,5.638075828552246,,3.4701461791992188,
212,5.740689754486084,,3.7620160579681396,
213,5.71930456161499,,3.7419514656066895,
214,5.654353141784668,,3.622567892074585,
215,5.7342848777771,,3.8717830181121826,
216,5.70198392868042,,3.7813737392425537,
217,5.674046516418457,,4.135115623474121,
218,5.612850666046143,,4.2440900802612305,
219,5.556988716125488,,3.889615058898926,
220,5.726564884185791,,3.946749687194824,
221,5.708350658416748,,3.802475690841675,
222,5.527615070343018,,3.903271198272705,
223,5.69801139831543,,3.699831008911133,
224,5.726285457611084,,4.090026378631592,
225,5.64171838760376,,4.241692066192627,
226,5.625847339630127,,3.7337636947631836,
227,5.65745210647583,,4.096853733062744,
228,5.6109299659729,,3.881706714630127,
229,5.603138446807861,,3.8258025646209717,
230,5.559859752655029,,3.868513584136963,
231,5.561917304992676,,3.8499209880828857,
232,5.582977771759033,,3.9788734912872314,
233,5.6463518142700195,,4.34922981262207,
234,5.6090312004089355,,3.4365289211273193,
235,5.515335559844971,,3.696345806121826,
236,5.671422481536865,,3.676494598388672,
237,5.607512474060059,,3.699880599975586,
238,5.548542022705078,,3.614826202392578,
239,5.5540056228637695,,3.7587997913360596,
240,5.472766876220703,,3.474374771118164,
241,5.601648330688477,,3.6281955242156982,
242,5.543261528015137,,3.5581114292144775,
243,5.505171775817871,,3.639512062072754,
244,5.464495658874512,,3.422603130340576,
245,5.6005706787109375,,3.5454602241516113,
246,5.477905750274658,,3.534952163696289,
247,5.44426965713501,,3.4489688873291016,
248,5.420324325561523,,3.5873591899871826,
249,5.272637844085693,,3.741901397705078,
250,5.5924272537231445,,3.7628583908081055,
251,5.507253646850586,,3.630464553833008,
252,5.5829668045043945,,3.6975083351135254,
253,5.490469455718994,,3.817387580871582,
254,5.534727096557617,,3.6860697269439697,
255,5.549252986907959,,3.715604305267334,
256,5.441832065582275,,3.972217559814453,
257,5.458576202392578,,4.325677394866943,
258,5.420633316040039,,4.032156467437744,
259,5.5293073654174805,,3.849403142929077,
260,5.332639217376709,,3.762021064758301,
261,5.345643997192383,,3.9545838832855225,
262,5.490414619445801,,3.749297618865967,
263,5.556539058685303,,4.028299808502197,
264,5.278720855712891,,3.8891119956970215,
265,5.447580337524414,,3.7531938552856445,
266,5.38350248336792,,4.145298957824707,
267,5.454689979553223,,3.6671836376190186,
268,5.483810901641846,,4.048159599304199,
269,5.394068241119385,,3.686537981033325,
270,5.367058277130127,,3.8572041988372803,
271,5.42350435256958,,3.87019681930542,
272,5.4554572105407715,,4.26209831237793,
273,5.422999858856201,,3.4250411987304688,
274,5.453071594238281,,3.5584840774536133,
275,5.331050872802734,,3.202949285507202,
276,5.376712799072266,,3.419501543045044,
277,5.298495292663574,,3.5942788124084473,
278,5.307008743286133,,3.601750373840332,
279,5.3485426902771,,3.520073652267456,
280,5.395265579223633,,3.460540533065796,
281,5.270177841186523,,3.468330144882202,
282,5.249632835388184,,3.631927251815796,
283,5.272270679473877,,3.425185203552246,
284,5.164310455322266,,3.430391311645508,
285,5.1704936027526855,,3.4241650104522705,
286,5.116711139678955,,3.426558494567871,
287,5.308175086975098,,3.282651662826538,
288,5.328680515289307,,3.485781192779541,
289,5.274714469909668,,3.438650608062744,
290,5.226272106170654,,3.5451536178588867,
291,5.26138973236084,,3.3284623622894287,
292,5.271218299865723,,3.3435850143432617,
293,5.251506328582764,,3.9877114295959473,
294,5.248968601226807,,3.511126756668091,
295,5.089427947998047,,3.837890625,
296,5.314516544342041,,3.6881487369537354,
297,5.209658622741699,,3.9735429286956787,
298,5.245704650878906,,3.73915696144104,
299,5.214242935180664,,3.816927433013916,
300,5.093273162841797,,3.7522354125976562,
301,5.266993999481201,,3.638279438018799,
302,5.188828468322754,,3.5314695835113525,
303,5.127754211425781,,3.9373934268951416,
304,5.117230415344238,,3.8475425243377686,
305,5.067829608917236,,4.090097427368164,
306,5.076100826263428,,3.8362152576446533,
307,5.323235988616943,,3.784104824066162,
308,5.22442102432251,,3.928905963897705,
309,5.119817733764648,,3.6759371757507324,
310,5.103754043579102,,3.7247402667999268,
311,5.354148864746094,,3.7723424434661865,
312,5.145143508911133,,3.548058271408081,
313,5.007715702056885,,3.220048666000366,
314,5.2785820960998535,,3.2639501094818115,
315,5.135788440704346,,3.5917880535125732,
316,5.135193347930908,,3.089874029159546,
317,5.148863315582275,,3.2184481620788574,
318,5.028045177459717,,3.258582353591919,
319,5.278704643249512,,3.593228816986084,
320,5.253696441650391,,3.3003454208374023,
321,5.129363536834717,,3.221027135848999,
322,5.207824230194092,,3.6255223751068115,
323,5.1356120109558105,,3.3106729984283447,
324,5.133679389953613,,3.0087404251098633,
325,4.988027095794678,,2.945481538772583,
326,4.955983638763428,,3.4914262294769287,
327,5.19429349899292,,3.3617780208587646,
328,5.063600063323975,,3.368631362915039,
329,4.985141277313232,,3.2344956398010254,
330,5.037958145141602,,3.3550634384155273,
331,5.031707286834717,,3.407958984375,
332,5.015756130218506,,3.937241554260254,
333,5.056685447692871,,3.9143431186676025,
334,4.859545707702637,,3.682663679122925,
335,5.1229424476623535,,3.6619174480438232,
336,5.032934188842773,,3.8175747394561768,
337,5.126606464385986,,3.459566116333008,
338,5.083158493041992,,3.5548295974731445,
339,4.981657981872559,,3.6659183502197266,
340,4.948123931884766,,3.810718059539795,
341,5.112444877624512,,3.748929977416992,
342,5.199726104736328,,3.95542311668396,
343,5.007556915283203,,3.961780309677124,
344,4.896337032318115,,3.89546537399292,
345,5.0608930587768555,,3.5214409828186035,
346,5.123766899108887,,3.8710148334503174,
347,4.965954303741455,,3.777904987335205,
348,5.047665119171143,,3.8780860900878906,
349,4.997408390045166,,3.6809849739074707,
350,5.1440558433532715,,3.8412160873413086,
351,4.912964820861816,,3.3252789974212646,
352,5.006076335906982,,3.3669397830963135,
353,4.852781772613525,,3.377243995666504,
354,4.883846759796143,,3.426792860031128,
355,4.793248176574707,,3.2576096057891846,
356,5.055023193359375,,3.0129806995391846,
357,4.970644474029541,,3.1098217964172363,
358,5.000545978546143,,3.0164506435394287,
359,5.046001434326172,,3.2529611587524414,
360,5.037270545959473,,3.210514783859253,
361,4.799118995666504,,3.1513097286224365,
362,4.939110279083252,,3.332582950592041,
363,4.944961071014404,,3.2739129066467285,
364,4.777568817138672,,3.3384597301483154,
365,5.001915454864502,,3.2272093296051025,
366,4.983108997344971,,3.4875235557556152,
367,5.143990516662598,,3.1646642684936523,
368,4.997176170349121,,3.100351095199585,
369,4.882569789886475,,3.0679335594177246,
370,4.952794551849365,,3.3708646297454834,
371,4.848123073577881,,3.6690855026245117,
372,5.018819332122803,,3.539177417755127,
373,5.01451301574707,,3.5037214756011963,
374,4.930577754974365,,4.072587013244629,
375,4.918426990509033,,3.593062162399292,
376,4.945651054382324,,3.6576309204101562,
377,4.63345193862915,,3.3180196285247803,
378,4.757987976074219,,3.5356810092926025,
379,4.928203582763672,,3.614206552505493,
380,4.768749237060547,,3.452676773071289,
381,5.061675071716309,,3.7050023078918457,
382,4.901226997375488,,3.5289101600646973,
383,4.958180904388428,,4.068827152252197,
384,4.934354782104492,,3.493377923965454,
385,4.778295040130615,,3.791975736618042,
386,4.900101184844971,,3.6038646697998047,
387,4.8649492263793945,,3.7030234336853027,
388,4.655472278594971,,3.5709710121154785,
389,5.061814308166504,,3.8912038803100586,
390,4.731276035308838,,3.0792832374572754,
391,4.793554306030273,,3.2891845703125,
392,4.817252159118652,,3.213331937789917,
393,4.926815986633301,,3.2554264068603516,
394,4.895166873931885,,2.9520859718322754,
395,4.883597373962402,,3.3730688095092773,
396,4.731805801391602,,3.4108121395111084,
397,4.701700210571289,,3.2729575634002686,
398,4.5879387855529785,,3.2538182735443115,
399,4.629232883453369,,3.2012953758239746,
400,4.847928047180176,,3.3992109298706055,
401,4.771557331085205,,3.2308945655822754,
402,4.830865383148193,,2.9945714473724365,
403,4.785724639892578,,3.040170907974243,
404,4.907306671142578,,3.469001054763794,
405,4.9897332191467285,,3.3326687812805176,
406,4.799661159515381,,3.1238152980804443,
407,4.776493549346924,,3.1283326148986816,
408,4.939515590667725,,2.9902405738830566,
409,4.694745063781738,,3.5350663661956787,
410,4.734870433807373,,3.8414361476898193,
411,4.719091415405273,,3.5228188037872314,
412,4.771745681762695,,3.6296114921569824,
413,4.750739574432373,,3.846792459487915,
414,4.979909420013428,,3.3923840522766113,
415,4.7326273918151855,,3.312169313430786,
416,4.811281681060791,,3.5359771251678467,
417,4.94973087310791,,3.367368698120117,
418,4.964435577392578,,3.219764471054077,
419,4.8397650718688965,,3.557826042175293,
420,4.779201507568359,,4.1909332275390625,
421,4.922524929046631,,3.5817484855651855,
422,4.591210842132568,,3.8705010414123535,
423,4.907214164733887,,3.6180074214935303,
424,4.568203926086426,,3.5027058124542236,
425,4.596683979034424,,3.4036221504211426,
426,4.647568702697754,,3.49761700630188,
427,4.663665771484375,,3.542402505874634,
428,4.810629367828369,,3.55488920211792,
429,4.7383599281311035,,3.1948490142822266,
430,4.935229778289795,,3.3742334842681885,
431,4.607022762298584,,2.908881425857544,
432,4.671607971191406,,3.0835907459259033,
433,4.794721603393555,,3.3297762870788574,
434,4.656610488891602,,3.2196006774902344,
435,4.604831218719482,,3.092832565307617,
436,4.868927001953125,,3.062504529953003,
437,4.629811763763428,,3.1806282997131348,
438,4.748524188995361,,2.860036611557007,
439,4.844905376434326,,3.1414613723754883,
440,4.941102981567383,,3.146387815475464,
441,4.488214015960693,,3.2130775451660156,
442,4.7765326499938965,,3.1413397789001465,
443,4.749156475067139,,3.0470666885375977,
444,4.617590427398682,,3.0903046131134033,
445,4.634062767028809,,2.9194040298461914,
446,4.719395637512207,,3.163688898086548,
447,4.729008674621582,,3.134584426879883,
448,4.500694274902344,,3.3037774562835693,
449,4.6258368492126465,,3.527273178100586,
450,4.4901628494262695,,3.208456039428711,
451,4.884766578674316,,3.5191822052001953,
452,4.639830112457275,,3.771143674850464,
453,4.621270179748535,,3.490333318710327,
454,4.683197498321533,,3.4331767559051514,
455,4.849142074584961,,3.297100067138672,
456,4.607039451599121,,3.5945286750793457,
457,4.572215557098389,,3.503798246383667,
458,4.764001846313477,,3.625450611114502,
459,4.676111698150635,,3.6045379638671875,
460,4.729100227355957,,3.4255552291870117,
461,4.529804706573486,,4.018740653991699,
462,4.444390296936035,,3.537327289581299,
463,4.6933064460754395,,3.56355881690979,
464,4.664491653442383,,3.6444292068481445,
465,4.592602729797363,,3.431535482406616,
466,4.482554912567139,,3.6805341243743896,
467,4.636059761047363,,3.614628791809082,
468,4.8563127517700195,,3.2212860584259033,
469,4.44812536239624,,3.1056454181671143,
470,4.661727428436279,,3.0573768615722656,
471,4.627491474151611,,3.060394763946533,
472,4.676443099975586,,3.018610715866089,
473,4.790448188781738,,3.1981899738311768,
474,4.589890480041504,,3.0509283542633057,
475,4.6988525390625,,3.161648988723755,
476,4.846343517303467,,2.4884748458862305,
477,4.843045711517334,,2.6604037284851074,
478,4.7953691482543945,,3.092010021209717,
479,4.617914199829102,,3.1457629203796387,
480,4.732364177703857,,3.0056841373443604,
481,4.638837814331055,,3.11887526512146,
482,4.4993462562561035,,2.9103779792785645,
483,4.601229667663574,,3.1969199180603027,
484,4.634071350097656,,3.4070355892181396,
485,4.680171012878418,,2.999962091445923,
486,4.596895217895508,,3.009260416030884,
487,4.7053422927856445,,3.1929242610931396,
488,4.667799949645996,,3.3050739765167236,
489,4.523063659667969,,3.272915840148926,
490,4.521739959716797,,3.5605292320251465,
491,4.687858581542969,,3.544269561767578,
492,4.574416160583496,,3.550778865814209,
493,4.642409801483154,,3.4379403591156006,
494,4.537971019744873,,3.207643508911133,
495,4.642633438110352,,3.5503382682800293,
496,4.705029010772705,,3.163210868835449,
497,4.7485198974609375,,3.4358553886413574,
498,4.568131923675537,,3.5495028495788574,
499,4.480670928955078,,3.3768601417541504,
500,4.511388778686523,,3.6364083290100098,
501,4.638421535491943,,3.257446050643921,
502,4.499478340148926,,3.283628225326538,
503,4.492312431335449,,3.3434226512908936,
504,4.505842208862305,,3.4050655364990234,
505,4.694394588470459,,3.6790108680725098,
506,4.587061405181885,,3.469280242919922,
507,4.363546848297119,,2.872596025466919,
508,4.730409622192383,,2.9312584400177,
509,4.631523609161377,,3.3705079555511475,
510,4.512114524841309,,3.0283427238464355,
511,4.656553745269775,,2.8763856887817383,
512,4.590155124664307,,2.954848051071167,
513,4.559896945953369,,2.8636393547058105,
514,4.605364799499512,,3.2937612533569336,
515,4.600009441375732,,2.9543395042419434,
516,4.404253959655762,,3.207249879837036,
517,4.657620429992676,,3.060067653656006,
518,4.5125932693481445,,2.967737913131714,
519,4.517113208770752,,3.1131954193115234,
520,4.498969554901123,,3.247429847717285,
521,4.546973705291748,,3.021191358566284,
522,4.583523273468018,,3.0270159244537354,
523,4.737140655517578,,3.062044382095337,
524,4.640862464904785,,2.8780276775360107,
525,4.316658973693848,,2.865534543991089,
526,4.611384868621826,,2.8973701000213623,
527,4.522831439971924,,3.459026336669922,
528,4.259979248046875,,3.4272375106811523,
529,4.423412322998047,,3.2176215648651123,
530,4.227634429931641,,3.6335561275482178,
531,4.782734394073486,,3.3187344074249268,
532,4.499860763549805,,3.2746424674987793,
533,4.575590133666992,,2.9805686473846436,
534,4.443060874938965,,3.3595011234283447,
535,4.626326084136963,,3.3013546466827393,
536,4.514565467834473,,3.492915153503418,
537,4.521209239959717,,3.4365646839141846,
538,4.411989212036133,,3.1866061687469482,
539,4.53773832321167,,3.5180561542510986,
540,4.498993873596191,,3.2074649333953857,
541,4.444357872009277,,3.4757497310638428,
542,4.534007549285889,,3.2989261150360107,
543,4.625994682312012,,3.371602773666382,
544,4.599337100982666,,3.358834743499756,
545,4.616671085357666,,3.514589548110962,
546,4.4033942222595215,,2.9672133922576904,
547,4.421744346618652,,3.0760974884033203,
548,4.502145767211914,,2.959667682647705,
549,4.441178321838379,,3.0290305614471436,
550,4.449051856994629,,2.745685577392578,
551,4.477656841278076,,3.1670725345611572,
552,4.356705665588379,,2.9020981788635254,
553,4.686361312866211,,2.8671979904174805,
554,4.424057960510254,,2.9173450469970703,
555,4.556153297424316,,3.1677238941192627,
556,4.524353981018066,,2.8803999423980713,
557,4.508625030517578,,3.3637337684631348,
558,4.394181251525879,,3.088353395462036,
559,4.261221885681152,,2.8582510948181152,
560,4.419106960296631,,3.217437744140625,
561,4.411530494689941,,3.0449557304382324,
562,4.400490760803223,,3.00661301612854,
563,4.400537490844727,,3.0735011100769043,
564,4.503927707672119,,3.184068202972412,
565,4.288950443267822,,3.17153263092041,
566,4.479645252227783,,3.4056057929992676,
567,4.705841064453125,,3.385040760040283,
568,4.254585266113281,,3.137239694595337,
569,4.4225382804870605,,3.452479600906372,
570,4.463938236236572,,3.3986759185791016,
571,4.19745397567749,,3.2912096977233887,
572,4.204396724700928,,2.9911389350891113,
573,4.4763994216918945,,3.447676420211792,
574,4.407107830047607,,3.380936861038208,
575,4.383492469787598,,3.5745654106140137,
576,4.54220724105835,,3.475677967071533,
577,4.31448221206665,,3.324939250946045,
578,4.432924747467041,,3.4264206886291504,
579,4.301287651062012,,3.480210065841675,
580,4.340372085571289,,3.426017999649048,
581,4.437966346740723,,3.4850869178771973,
582,4.433523654937744,,3.1425232887268066,
583,4.260635852813721,,3.592231035232544,
584,4.439948558807373,,3.5947914123535156,
585,4.307042121887207,,2.906306505203247,
586,4.369961738586426,,3.2517662048339844,
587,4.55881929397583,,2.9473981857299805,
588,4.531105995178223,,3.018383502960205,
589,4.148681163787842,,3.0786941051483154,
590,4.3039703369140625,,3.0102221965789795,
591,4.426787853240967,,3.15450382232666,
592,4.442951679229736,,2.7395992279052734,
593,4.285041809082031,,2.8469836711883545,
594,4.328090667724609,,2.8400232791900635,
595,4.195923328399658,,2.9408881664276123,
596,4.534957408905029,,2.9215831756591797,
597,4.364411354064941,,2.9544107913970947,
598,4.211887836456299,,2.8191394805908203,
599,4.473738193511963,,2.964174747467041,
600,4.382815837860107,,3.057821035385132,
601,4.420805931091309,,2.9998319149017334,
602,4.186522483825684,,2.666097640991211,
603,4.366183757781982,,2.773207426071167,
604,4.402416229248047,,2.856935501098633,
605,4.437013149261475,,3.440218925476074,
